name;score;Rating_id;Genre_id;year;director;Countries_id;company;runtime
Trouble in Mind;6.5;3;15;1985;Alan Rudolph;1;Pfeiffer/Blocker Production;111
Fandango;6.7;6;15;1985;Kevin Reynolds;1;Warner Bros.;91
Gotcha!;6.2;1;0;1985;Jeff Kanew;1;Universal Pictures;101
Death Wish 3;5.9;3;0;1985;Michael Winner;1;The Cannon Group;92
King Solomon's Mines;5.2;1;0;1985;J. Lee Thompson;1;The Cannon Group;100
American Warrior;5.5;3;0;1985;Sam Firstenberg;1;The Cannon Group;95
The Emerald Forest;6.9;3;0;1985;John Boorman;22;Christel Films;114
The Holcroft Covenant;5.7;3;0;1985;John Frankenheimer;22;Edie & Ely Landau Inc.;112
The Falcon and the Snowman;6.8;3;11;1985;John Schlesinger;22;Hemdale;131
Transylvania 6-5000;5.0;6;15;1985;Rudy De Luca;10;Balcor Film Investors;93
Desert Hearts;7.0;3;7;1985;Donna Deitch;1;Desert Hearts Productions;91
The Heavenly Kid;6.3;1;15;1985;Cary Medoway;1;Engelberg-Sumner-Cheikes;90
The Purple Rose of Cairo;7.7;6;15;1985;Woody Allen;1;Jack Rollins & Charles H. Joffe Productions;82
The Man with One Red Shoe;5.7;6;15;1985;Stan Dragoti;1;Twentieth Century Fox;92
My Life as a Dog;7.6;2;7;1985;Lasse Hallström;8;Svensk Filmindustri (SF);101
My Science Project;6.0;6;0;1985;Jonathan R. Betuel;1;Touchstone Pictures;94
Seven Minutes in Heaven;6.1;1;15;1985;Linda Feferman;1;Fifteen;88
Fraternity Vacation;5.3;3;15;1985;James Frawley;1;New World Pictures;94
The New Kids;6.1;3;10;1985;Sean S. Cunningham;1;Columbia Pictures;110
Tomboy;4.7;3;15;1985;Herb Freed;1;Marimark Productions;91
Invasion U.S.A.;5.5;3;0;1985;Joseph Zito;1;Cannon Films;107
Revolution;5.3;6;1;1985;Hugh Hudson;22;Goldcrest Films International;126
Lost in America;7.0;3;15;1985;Albert Brooks;1;The Geffen Company;91
Subway;6.6;3;8;1985;Luc Besson;17;Les Films du Loup;104
Moving Violations;5.7;1;15;1985;Neal 35;1;SLM Production Group;90
Nomads;5.3;3;2;1985;John McTiernan;1;Cinema VII;91
Fool for Love;6.1;3;7;1985;Robert Altman;1;Cinema '84;106
Baby: Secret of the Lost Legend;5.1;6;1;1985;Bill Norton;1;Silver Screen Partners II;95
Code of Silence;6.1;3;0;1985;Andrew Davis;1;Orion Pictures;101
10wave;5.7;1;15;1985;Sam Raimi;1;Columbia Pictures;83
Gymkata;4.4;3;0;1985;Robert Clouse;1;Metro-Goldwyn-Mayer (MGM);90
Sweet Dreams;7.1;1;11;1985;Karel Reisz;1;HBO Pictures;115
The Slugger's Wife;4.5;1;15;1985;Hal Ashby;1;Rastar Films;105
Avenging Angel;4.8;3;0;1985;Robert Vincent O'Neil;1;Avenging Venture;93
Santa Claus: The Movie;6.3;6;1;1985;Jeannot Szwarc;22;GGG;107
That Was Then... This Is Now;6.2;3;10;1985;Christopher Cain;1;Media Ventures;102
Agnes of God;6.6;1;7;1985;Norman Jewison;1;Columbia Pictures;98
Rustlers' Rhapsody;6.5;6;15;1985;Hugh Wilson;1;Paramount Pictures;88
The 1s of Mark Twain;7.4;7;14;1985;Will Vinton;1;Atlantic;86
Stick;5.7;3;0;1985;Burt Reynolds;1;Universal Pictures;109
The Bride;5.3;1;12;1985;Franc Roddam;22;Colgems Productions Ltd.;118
Morons from Outer Space;4.5;1;15;1985;Mike Hodges;22;Calendar Productions;90
Godzilla 1985;6.2;6;0;1985;Directors;21;Toho Company;87
Plenty;6.0;3;7;1985;Fred Schepisi;22;Pressman Productions;121
King David;5.3;1;1;1985;Bruce Beresford;22;Barclays Mercantile Industrial Finance;114
The Trip to Bountiful;7.5;6;7;1985;Peter Masterson;1;Bountiful Film Partners;108
Missing in 0 2: The Beginning;5.3;3;0;1985;Lance Hool;1;The Cannon Group;100
The Protector;5.7;3;0;1985;James Glickenhaus;0;Eurasia Investments;91
The Mean Season;6.1;3;10;1985;Phillip Borsos;1;David Foster Productions;103
Turk 182;6.0;1;15;1985;Bob Clark;1;Interscope Communications;102
The Official Story;7.8;11;7;1985;Luis Puenzo;18;Historias Cinematograficas Cinemania;112
Krush Groove;6.5;3;15;1985;Michael Schultz;1;Crystalite Productions;97
He-Man and She-Ra: The Secret of the Sword;7.3;7;14;1985;Directors;1;Filmation Associates;100
Warning Sign;6.1;3;7;1985;Hal Barwood;1;SLM Production Group;99
Creator;6.2;3;15;1985;Ivan Passer;1;Kings Road Entertainment;107
Taipei Story;7.7;11;7;1985;Edward Yang;29;Evergreen Film Company;119
Otac na sluzbenom putu;7.8;3;7;1985;Emir Kusturica;10;Centar Film;136
The Aviator;5.5;6;1;1985;George Miller;1;United Artists;96
Starchaser: The Legend of Orin;6.5;6;14;1985;Steven Hahn;7;Young Sung Production Co.;100
Maxie;5.4;6;15;1985;Paul Aaron;1;Aurora;98
DEFCON-4;4.5;3;0;1985;Paul Donovan;27;New World Pictures;88
The Care Bears Movie;5.7;7;14;1985;Arna Selznick;27;Nelvana;77
Sylvester;6.4;6;7;1985;Tim Hunter;1;Columbia Pictures;104
Radioactive Dreams;5.6;3;0;1985;Albert Pyun;34;ITM Productions;98
Twice in a Lifetime;6.5;3;7;1985;Bud Yorkin;1;Bud Yorkin Productions;111
Dance with a Stranger;6.7;3;11;1985;Mike Newell;22;Goldcrest Films International;96
Water;6.1;1;1;1985;Dick Clement;22;HandMade Films;115
One Magic Christmas;6.5;7;13;1985;Phillip Borsos;27;Walt Disney Pictures;89
Echo Park;5.8;3;15;1985;Robert Dornhelm;1;Sascha-Verleih;88
O.C. and Stiggs;5.4;3;15;1985;Robert Altman;1;Metro-Goldwyn-Mayer (MGM);109
The Good Father;6.2;3;7;1985;Mike Newell;22;Channel Four Films;90
Fever Pitch;4.1;3;7;1985;Richard Brooks;1;Metro-Goldwyn-Mayer (MGM);96
The Doctor and the Devils;6.1;3;10;1985;Freddie Francis;22;Brooksfilms;93
Head Office;5.4;1;15;1985;Ken Finkleman;1;Guber-Peters Company;90
Eleni;7.0;6;7;1985;Peter Yates;1;CBS Entertainment Production;114
Dreamchild;6.8;6;11;1985;Gavin Millar;22;PfH Ltd.;94
Defense of the Realm;6.5;6;8;1985;David Drury;22;The Rank Organisation;96
Bad Medicine;4.6;1;15;1985;Harvey Miller;1;Lantana Productions;98
Wetherby;6.8;3;7;1985;David Hare;22;Film Four International;102
Compromising Positions;5.9;3;15;1985;Frank Perry;1;Blackhawk Productions;99
Rainbow Brite and the Star Stealer;6.9;7;14;1985;Bernard Deyriès;1;DIC Entertainment;85
Alamo Bay;6.0;3;0;1985;Louis Malle;1;Delphi IV Productions;98
Three Men and a Cradle;6.6;1;15;1985;Coline Serreau;17;Flach Film;106
In the Shadow of Kilimanjaro;5.1;3;0;1985;Raju Patel;22;Film Corporation of Kenya;97
Rappin';4.1;6;7;1985;Joel Silberg;1;Cannon Pictures;92
Bal na vodi;7.6;3;7;1985;Jovan Acin;10;CFS Avala Film;112
Certain Fury;5.2;3;0;1985;Stephen Gyllenhaal;1;Entertainment Events;87
Bliss;6.9;3;15;1985;Ray Lawrence;36;Window III Productions;112
Code Name: Emerald;5.9;6;0;1985;Jonathan Sanger;1;Metro-Goldwyn-Mayer (MGM);95
Colonel Redl;7.5;3;11;1985;István Szabó;10;Manfred Durniok Filmproduktion;144
Thunder Run;5.0;1;0;1985;Gary Hudson;1;Lynn-Davis Productions;90
Marie;6.7;1;11;1985;Roger Donaldson;1;Dino De Laurentiis Company;112
Movers & Shakers;4.2;6;15;1985;William Asher;1;Asher-Grodin Productions;80
La Cage aux Folles 3: The Wedding;4.7;1;15;1985;Georges Lautner;17;Columbia Films;87
James Joyce's Women;6.1;3;7;1985;Michael Pearce;14;The Rejoycing Company;88
Turtle Diary;6.9;6;15;1985;John Irvin;22;Britannic;97
Maccheroni;6.4;6;15;1985;Ettore Scola;33;Filmauro;104
My Man Adam;5.3;3;15;1985;Roger L. Simon;1;The Mount Company (II);83
Sudden Death;4.8;3;0;1985;Sig Shore;1;Lodestar Productions;90
One Woman or Two;5.1;1;15;1985;Daniel Vigne;17;Hachette Première;97
Joshua Then and Now;6.6;3;15;1985;Ted Kotcheff;27;Films RSL;119
On the Edge;6.8;1;7;1985;Rob Nilsson;1;Alliance Communications Corporation;95
The Girl in the Picture;6.3;1;15;1985;Cary Parker;22;Antonine Films;84
Here Come the Littles;6.9;7;14;1985;Bernard Deyriès;1;ABC Entertainment;72
Came a Hot Friday;6.6;6;1;1985;Ian Mune;26;Mirage Films;101
Wuthering Heights;6.5;11;7;1985;Jacques Rivette;17;La Cecilia;130
The Frog Prince;6.6;6;15;1985;Brian Gilbert;22;Enigma Productions;90
Lune de miel;4.6;3;8;1985;Patrick Jamain;17;Malofilm;98
Tea in the Harem;6.9;0;7;1985;Mehdi Charef;17;Centre national du cinéma et de l'image animée (CNC);110
Mr. Love;6.4;1;15;1985;Roy Battersby;22;Enigma Productions;91
Death of an Angel;5.4;6;7;1985;Petru Popescu;1;Angeles;91
Sincerely Charlotte;5.6;0;7;1985;Caroline Huppert;17;Les Films de la Tour;88
Top Gun;6.9;6;0;1986;Tony Scott;1;Paramount Pictures;110
Aliens;8.3;3;0;1986;James Cameron;22;Twentieth Century Fox;137
Stand by Me;8.1;3;1;1986;Rob Reiner;1;Columbia Pictures;89
Ferris Bueller's Day Off;7.8;1;15;1986;John Hughes;1;Paramount Pictures;103
Crocodile Dundee;6.6;1;0;1986;Peter Faiman;36;Rimfire Films;97
Labyrinth;7.4;6;1;1986;Jim Henson;22;Henson Associates (HA);101
Highlander;7.1;3;0;1986;Russell Mulcahy;22;Thorn EMI Screen Entertainment;116
Big Trouble in Little 15;7.3;1;0;1986;John Carpenter;1;Twentieth Century Fox;99
Pretty in Pink;6.8;1;15;1986;Howard Deutch;1;Paramount Pictures;97
Platoon;8.1;3;7;1986;Oliver Stone;1;Hemdale;120
Blue Velvet;7.7;3;7;1986;David Lynch;1;De Laurentiis Entertainment Group (DEG);120
Manhunter;7.2;3;10;1986;Michael Mann;1;De Laurentiis Entertainment Group (DEG);120
Howard the Duck;4.7;6;0;1986;Willard Huyck;1;Universal Pictures;110
The Fly;7.6;3;7;1986;David Cronenberg;1;SLM Production Group;96
Little Shop of 2s;7.0;1;15;1986;Frank Oz;1;The Geffen Company;94
The Mosquito Coast;6.6;6;1;1986;Peter Weir;1;The Saul Zaentz Company;117
The Karate Kid Part II;6.1;6;0;1986;John G. Avildsen;1;Columbia Pictures;113
River's Edge;7.0;3;10;1986;Tim Hunter;1;Hemdale;99
9½ Weeks;6.0;3;7;1986;Adrian Lyne;1;Producers Sales Organization (PSO);117
The Golden Child;6.0;1;0;1986;Michael Ritchie;1;Paramount Pictures;94
Star Trek IV: The Voyage Home;7.3;6;0;1986;Leonard Nimoy;1;Paramount Pictures;119
Short Circuit;6.7;6;15;1986;John Badham;1;TriStar Pictures;98
The Delta Force;5.6;3;0;1986;Menahem Golan;1;Golan-Globus Productions;125
The Name of the Rose;7.7;3;10;1986;Jean-Jacques Annaud;24;Constantin Film;130
The Wraith;6.0;1;0;1986;Mike Marvin;1;New Century Entertainment Corporation;93
The Color of Money;7.0;3;7;1986;Martin Scorsese;1;Touchstone Pictures;119
Hoosiers;7.5;6;7;1986;David Anspaugh;22;Cinema '84;114
Heartbreak Ridge;6.9;3;7;1986;Clint Eastwood;1;Jay Weston Productions;130
Flight of the Navigator;6.9;6;1;1986;Randal Kleiser;1;Walt Disney Pictures;90
Cobra;5.8;3;0;1986;George P. Cosmatos;1;Warner Bros.;87
Peggy Sue Got Married;6.4;1;15;1986;Francis Ford Coppola;1;TriStar Pictures;103
The Mission;7.4;6;1;1986;Roland Joffé;22;Warner Bros.;125
Working Girls;6.6;2;7;1986;Lizzie Borden;1;Alternate Current;93
Youngblood;6.2;3;7;1986;Peter Markle;1;Blueline Productions;110
Three Amigos!;6.5;6;15;1986;John Landis;1;L.A. Films;104
Maximum Overdrive;5.5;3;0;1986;Stephen King;1;De Laurentiis Entertainment Group (DEG);98
Lucas;6.9;1;15;1986;David Seltzer;1;Lawrence Gordon Productions;100
Friday the 13th Part VI: Jason Lives;6.0;3;2;1986;Tom McLoughlin;1;Paramount Pictures;86
The Money Pit;6.4;6;15;1986;Richard Benjamin;1;Amblin Entertainment;91
Back to School;6.6;1;15;1986;Alan Metter;1;Orion Pictures;96
Betty Blue;7.4;2;7;1986;Jean-Jacques Beineix;17;Gaumont;185
About Last Night;6.2;3;15;1986;Edward Zwick;1;TriStar Pictures;113
Critters;6.1;1;15;1986;Stephen Herek;1;New Line Cinema;86
The Texas Chainsaw Massacre 2;5.6;2;15;1986;Tobe Hooper;1;Cannon Films;101
Iron Eagle;5.5;1;0;1986;Sidney J. Furie;1;TriStar Pictures;117
One Crazy Summer;6.4;6;15;1986;Savage Steve Holland;1;A&M Films;93
From Beyond;6.7;3;2;1986;Stuart Gordon;1;Empire Pictures;85
Sid and Nancy;7.0;3;11;1986;Alex Cox;22;Initial Pictures;112
Henry: Portrait of a Serial Killer;7.0;2;11;1986;John McNaughton;1;Maljack Productions;83
Mona Lisa;7.3;3;10;1986;Neil Jordan;22;HandMade Films;104
Police Academy 3: Back in Training;5.4;6;15;1986;Jerry Paris;27;Police Academy Productions;83
Night of the Creeps;6.8;3;15;1986;Fred Dekker;1;TriStar Pictures;88
The Sacrifice;8.1;6;7;1986;Andrei Tarkovsky;8;Svenska Filminstitutet (SFI);149
The Hitcher;7.2;3;0;1986;Robert Harmon;1;HBO Pictures;97
Rad;6.9;6;7;1986;Hal Needham;1;TaliaFilm II Productions;91
An American Tail;6.9;7;14;1986;Don Bluth;1;Universal Pictures;80
SpaceCamp;5.7;6;1;1986;Harry Winer;1;ABC Motion Pictures;107
Raw Deal;5.6;3;0;1986;John Irvin;1;De Laurentiis Entertainment Group (DEG);106
Hannah and Her Sisters;7.9;1;15;1986;Woody Allen;1;Orion Pictures;107
The Great Mouse Detective;7.2;7;14;1986;Directors;1;Walt Disney Pictures;74
Ruthless People;6.9;3;15;1986;Jim Abrahams;1;Touchstone Pictures;93
The Transformers: the Movie;7.3;6;14;1986;Nelson Shin;1;Sunbow Productions;84
Wildcats;6.1;3;15;1986;Michael Ritchie;1;Hawn / Sylbert Movie Company;106
Troll;4.5;1;15;1986;John Carl Buechler;33;Empire Pictures;82
At Close Range;7.0;3;10;1986;James Foley;1;Hemdale;111
The Boy Who Could Fly;6.5;6;7;1986;Nick Castle;1;Lorimar Film Partners;114
Something Wild;6.9;3;15;1986;Jonathan Demme;1;Religioso Primitiva;114
Heartburn;6.1;3;15;1986;Mike Nichols;1;Paramount Pictures;108
Crossroads;7.1;3;7;1986;Walter Hill;1;Columbia Pictures;99
The Clan of the Cave Bear;5.4;3;1;1986;Michael Chapman;1;Warner Bros.;98
She's Gotta Have It;6.8;3;15;1986;Spike Lee;1;40 Acres & A Mule Filmworks;84
Running Scared;6.5;3;0;1986;Peter Hyams;1;Metro-Goldwyn-Mayer (MGM);107
8 Million Ways to Die;5.8;3;0;1986;Hal Ashby;1;Producers Sales Organization (PSO);115
Soul Man;5.3;1;15;1986;Steve Miner;1;Balcor Film Investors;104
Down by Law;7.7;3;15;1986;Jim Jarmusch;1;Island Pictures;107
Poltergeist II: the Other Side;5.7;1;2;1986;Brian Gibson;1;Freddie Fields Productions;91
Bad Blood;7.3;2;10;1986;Leos Carax;23;Les Films Plain Chant;105
Psycho III;5.4;3;2;1986;Anthony Perkins;1;Universal Pictures;93
Allan Quatermain and the Lost City of Gold;4.6;6;0;1986;Gary Nelson;1;Golan-Globus Productions;99
The 1s of Milo and Otis;7.0;7;1;1986;Masanori Hata;21;Fuji Television Network;76
Caravaggio;6.6;0;11;1986;Derek Jarman;22;British Film Institute (BFI);93
Children of a Lesser God;7.2;3;7;1986;Randa Haines;1;Paramount Pictures;119
Invaders from Mars;5.6;6;2;1986;Tobe Hooper;1;Cannon Pictures;100
Matador;7.0;4;7;1986;Pedro Almodóvar;25;Compañía Iberoamericana de TV;110
Down and Out in Beverly Hills;6.2;3;15;1986;Paul Mazursky;1;Touchstone Pictures;103
April Fool's Day;6.2;3;2;1986;Fred Walton;1;Paramount Pictures;89
The Big Easy;6.5;3;15;1986;Jim McBride;1;Kings Road Entertainment;102
Pirates;6.1;1;0;1986;Roman Polanski;17;Carthago Films S.a.r.l.;121
No Mercy;5.7;3;10;1986;Richard Pearce;1;TriStar Pictures;106
Lady Jane;7.1;1;11;1986;Trevor Nunn;22;Capital Equipment Leasing;136
Club Paradise;5.1;1;15;1986;Harold Ramis;1;Warner Bros.;96
Manon of the Spring;8.0;6;7;1986;Claude Berri;23;DD Productions;113
Gothic;5.7;3;7;1986;Ken Russell;22;Virgin Vision;87
Armed and Dangerous;5.7;1;0;1986;Mark L. Lester;1;Columbia Pictures;88
F/X;6.7;3;0;1986;Robert Mandel;1;Orion Pictures;109
King Kong Lives;3.9;1;0;1986;John Guillermin;1;Toho Company;105
Castaway;5.8;3;1;1986;Nicolas Roeg;22;Cannon Screen Entertainment;117
Wise Guys;5.7;3;15;1986;Brian De Palma;1;Metro-Goldwyn-Mayer (MGM);100
Solarbabies;4.8;1;0;1986;Alan Johnson;1;Brooksfilms;94
The Manhattan Project;6.2;1;6;1986;Marshall Brickman;1;Gladden Entertainment;117
Trick or Treat;5.8;3;15;1986;Charles Martin Smith;1;De Laurentiis Entertainment Group (DEG);98
Body Slam;5.2;6;15;1986;Hal Needham;1;Hemdale;92
Jumpin' Jack Flash;5.9;3;15;1986;Penny Marshall;1;Lawrence Gordon Productions;105
Fire with Fire;6.5;1;7;1986;Duncan Gibbins;1;Paramount Pictures;103
Gung Ho;6.3;1;15;1986;Ron Howard;1;Paramount Pictures;111
True Stories;7.2;6;15;1986;David Byrne;1;Gary Kurfirst Pictures;89
When the Wind Blows;7.7;11;14;1986;Jimmy T. Murakami;22;Meltdown Productions;84
Murphy's Law;6.0;3;0;1986;J. Lee Thompson;1;Cannon Group;100
Deadly Friend;5.6;3;7;1986;Wes Craven;1;Warner Bros.;91
Jean de Florette;8.0;6;15;1986;Claude Berri;23;DD Productions;120
Reform School Girls;5.4;3;10;1986;Tom DeSimone;1;Balcor Film Investors;94
Band of the Hand;6.2;3;0;1986;Paul Michael Glaser;1;Delphi V Productions;109
Vamp;5.9;3;15;1986;Richard Wenk;1;New World Pictures;93
Nothing in Common;5.9;6;15;1986;Garry Marshall;1;Delphi Films;118
TerrorVision;5.7;3;15;1986;Ted Nicolaou;1;Empire Pictures;85
Quicksilver;5.7;6;10;1986;Thomas Michael Donnelly;1;Columbia Pictures;105
52 Pick-Up;6.4;3;10;1986;John Frankenheimer;1;Cannon Group;110
Black Moon Rising;5.5;3;0;1986;Harley Cokeliss;1;New World Pictures;100
Extremities;6.3;3;7;1986;Robert M. Young;1;Atlantic Entertainment Group;89
The Men's Club;4.7;3;7;1986;Peter Medak;1;Atlantic Entertainment Group;101
Haunted Honeymoon;5.7;6;15;1986;Gene Wilder;22;Orion Pictures;82
Summer;7.7;3;7;1986;Éric Rohmer;17;Ministère de la Culture et de la Communication;99
Tough Guys;6.2;6;15;1986;Jeff Kanew;1;Touchstone Pictures;104
Eliminators;4.9;6;0;1986;Peter Manoogian;1;Empire Pictures;96
The Best of Times;6.0;1;15;1986;Roger Spottiswoode;1;Cinema Group Ventures;104
Firewalker;5.1;6;0;1986;J. Lee Thompson;1;Cannon Group;105
Modern Girls;5.8;1;15;1986;Jerry Kramer;1;;84
Witchboard;5.7;3;2;1986;Kevin Tenney;22;Paragon Arts International;98
Clockwise;6.6;6;15;1986;Christopher Morahan;22;Thorn EMI Screen Entertainment;96
Legal Eagles;6.0;6;15;1986;Ivan Reitman;1;Universal Pictures;116
Link;5.9;3;2;1986;Richard Franklin;22;Cannon Screen Entertainment;103
Jo Jo Dancer, Your Life Is Calling;6.4;3;11;1986;Richard Pryor;1;Columbia Pictures;97
Wanted: Dead or Alive;6.0;3;0;1986;Gary Sherman;1;New World Pictures;106
American Anthem;4.8;1;7;1986;Albert Magnoli;1;Lorimar Productions;102
The Morning After;6.0;3;10;1986;Sidney Lumet;1;American Filmworks;103
10s of the Heart;6.4;1;15;1986;Bruce Beresford;1;De Laurentiis Entertainment Group (DEG);105
Under the Cherry Moon;5.0;1;15;1986;Prince;1;Warner Bros.;100
Malcolm;7.1;1;15;1986;Nadia Tass;36;Cascade Films;85
Meatballs III: Summer Job;3.5;3;15;1986;George Mendeluk;27;TMS Pictures;96
Devil in the Flesh;5.8;9;7;1986;Marco Bellocchio;33;L.P. Film;114
Absolute Beginners;5.6;1;7;1986;Julien Temple;22;Goldcrest Films International;108
Deadtime Stories;4.7;3;15;1986;Jeffrey Delman;1;Scary Stuff;93
Avenging Force;5.8;3;0;1986;Sam Firstenberg;1;The Cannon Group;104
Heat;5.6;3;0;1986;Dick Richards;1;Escalante Productions;101
Sweet Liberty;5.8;6;15;1986;Alan Alda;1;Universal Pictures;106
Killer Party;5.1;3;15;1986;William Fruet;27;Marquis;91
Out of Bounds;5.4;3;0;1986;Richard Tuggle;1;Columbia Pictures;93
Wisdom;5.7;3;10;1986;Emilio Estevez;1;Gladden Entertainment;109
Shanghai Surprise;3.2;1;1;1986;Jim Goddard;22;HandMade Films;97
Power;5.7;3;7;1986;Sidney Lumet;1;Lorimar Productions;111
A Fine Mess;4.7;6;0;1986;Blake Edwards;1;Blake Edwards;90
Let's Get Harry;5.2;3;0;1986;Director;1;Delphi V Productions;102
My Chauffeur;5.6;3;15;1986;David Beaird;1;Marimark Productions;97
Biggles: 1s in Time;5.7;6;1;1986;John Hough;22;Compact Yellowbill;108
Half Moon Street;5.4;3;7;1986;Bob Swaim;22;Centurion;90
Every Time We Say Goodbye;5.9;1;7;1986;Moshé Mizrahi;35;Delphi V Productions;98
The Decline of the American Empire;7.2;3;15;1986;Denys Arcand;27;Corporation Image M & M;101
Hardbodies 2;3.2;3;15;1986;Mark Griffiths;1;Chroma III Productions;88
The Boy in Blue;5.3;3;11;1986;Charles Jarrott;27;Canadian Broadcasting Corporation (CBC);100
Brighton Beach Memoirs;6.8;1;15;1986;Gene Saks;1;Rastar Pictures;108
The Longshot;5.4;1;15;1986;Paul Bartel;1;Orion Pictures;89
Willy/Milly;5.6;1;15;1986;Paul Schneider;1;Griffon Productions;86
Ginger and Fred;7.3;1;15;1986;Federico Fellini;33;Produzioni Europee Associate (PEA);125
'Round Midnight;7.4;3;7;1986;Bertrand Tavernier;1;Little Bear;133
Violets Are Blue...;5.9;1;7;1986;Jack Fisk;1;Rastar Films;88
Parting Glances;7.2;11;7;1986;Bill Sherwood;1;Rondo Productions;90
The Whoopee Boys;5.9;3;15;1986;John Byrum;1;Paramount Pictures;88
Tai-Pan;5.6;3;1;1986;Daryl Duke;1;De Laurentiis Entertainment Group (DEG);127
My Little Pony: The Movie;6.0;7;14;1986;Directors;1;Sunbow Productions;86
Playing for Keeps;4.2;1;15;1986;Bob Weinstein;1;Miramax;102
'night, Mother;7.6;1;7;1986;Tom Moore;1;Aaron Spelling Productions;96
Jake Speed;5.2;6;0;1986;Andrew Lane;1;Balcor Film Investors;105
The Naked Cage;5.2;3;0;1986;Paul Nicholas;1;The Cannon Group;97
Blue City;4.4;3;0;1986;Michelle Manning;1;Paramount Pictures;83
That's Life!;6.0;1;15;1986;Blake Edwards;1;Blake Edwards;102
Sky Bandits;4.6;6;0;1986;Zoran Perisic;22;J&M Entertainment;105
Ménage;7.0;0;15;1986;Bertrand Blier;17;Ciné Valse;84
Dream Lover;4.9;3;10;1986;Alan J. Pakula;1;Metro-Goldwyn-Mayer (MGM);104
Dangerously Close;5.6;3;0;1986;Albert Pyun;1;Golan-Globus Productions;95
The Whistle Blower;6.2;6;8;1986;Simon Langton;22;Portreeve;100
Care Bears Movie II: A New Generation;5.5;7;14;1986;Dale Schott;27;Nelvana;76
Knights of the City;4.8;3;0;1986;Dominic Orlando;1;Grace;87
Born American;4.1;3;0;1986;Renny Harlin;1;Cinema Group Ventures;95
Desert Bloom;6.6;6;7;1986;Eugene Corr;1;Carson Productions;105
Touch and Go;5.7;3;15;1986;Robert Mandel;1;Kings Road Entertainment;101
Man Facing Southeast;7.7;3;7;1986;Eliseo Subiela;18;Cinequanon;105
Nutcracker;7.2;7;13;1986;Carroll Ballard;1;Hyperion Pictures;89
The Fringe Dwellers;6.7;6;7;1986;Bruce Beresford;36;Fringe Dwellers Productions;98
Just Between Friends;5.9;1;7;1986;Allan Burns;1;MTM Enterprises;110
Oviri;6.0;3;11;1986;Henning Carlsen;31;Caméras Continentales;90
P.O.W. the Escape;5.0;3;0;1986;Gideon Amir;1;;90
Armed Response;5.0;3;0;1986;Fred Olen Ray;1;Cinetel Films;86
Duet for One;6.8;3;7;1986;Andrey Konchalovskiy;1;Golan-Globus Productions;107
Bullies;5.3;3;0;1986;Paul Lynch;27;Simcom Limited;90
Native Son;5.8;6;7;1986;Jerrold Freedman;1;American Playhouse;111
The Assault;7.2;6;7;1986;Fons Rademakers;9;Fons Rademakers Produktie;144
Nobody's Fool;5.5;1;15;1986;Evelyn Purcell;1;Island Pictures;107
Alien Predator;3.7;3;7;1986;Deran Sarafian;1;Continental Motion Pictures;90
Low Blow;4.0;3;0;1986;Frank Harris;1;0 Communications;90
A Man and a Woman: 20 Years Later;5.9;6;7;1986;Claude Lelouch;17;Les Films 13;102
The Princess Bride;8.1;6;1;1987;Rob Reiner;22;Act III Communications;98
The Lost Boys;7.3;3;15;1987;Joel Schumacher;1;Warner Bros.;97
Full Metal Jacket;8.3;3;7;1987;Stanley Kubrick;22;Natant;116
Predator;7.8;3;0;1987;John McTiernan;1;Twentieth Century Fox;107
RoboCop;7.5;3;0;1987;Paul Verhoeven;1;Orion Pictures;102
Dirty Dancing;7.0;1;7;1987;Emile Ardolino;1;Great American Films Limited Partnership;100
1s in Babysitting;6.9;1;1;1987;Chris Columbus;1;Touchstone Pictures;102
The Untouchables;7.9;3;10;1987;Brian De Palma;1;Paramount Pictures;119
Spaceballs;7.1;6;1;1987;Mel Brooks;1;Brooksfilms;96
Raising Arizona;7.3;1;15;1987;Joel Coen;1;Circle Films;94
Lethal Weapon;7.6;3;0;1987;Richard Donner;1;Warner Bros.;109
Near Dark;7.0;3;0;1987;Kathryn Bigelow;1;F/M;94
Mannequin;5.9;6;15;1987;Michael Gottlieb;1;Gladden Entertainment;90
Masters of the Universe;5.4;6;0;1987;Gary Goddard;1;Golan-Globus Productions;106
Fatal Attr0;6.9;3;7;1987;Adrian Lyne;1;Paramount Pictures;119
Hellraiser;7.0;3;2;1987;Clive Barker;22;New World Pictures;94
Empire of the Sun;7.7;6;0;1987;Steven Spielberg;1;Amblin Entertainment;153
No Way Out;7.1;3;0;1987;Roger Donaldson;1;Orion Pictures;114
The Witches of Eastwick;6.6;3;15;1987;George Miller;1;Warner Bros.;118
Some Kind of Wonderful;7.1;1;7;1987;Howard Deutch;1;Hughes Entertainment;95
The Running Man;6.7;3;0;1987;Paul Michael Glaser;1;TAFT Entertainment Pictures;101
Black Widow;6.4;3;10;1987;Bob Rafelson;1;Amercent Films;102
Angel Heart;7.3;9;2;1987;Alan Parker;22;Carolco International N.V.;113
Moonstruck;7.1;6;15;1987;Norman Jewison;1;Metro-Goldwyn-Mayer (MGM);102
Jaws: the Revenge;3.0;1;1;1987;Joseph Sargent;1;Universal Pictures;89
Wall Street;7.4;3;10;1987;Oliver Stone;1;Twentieth Century Fox;126
Good Morning, 12;7.3;3;11;1987;Barry Levinson;1;Touchstone Pictures;121
A Nightmare on Elm Street 3: Dream Warriors;6.6;3;12;1987;Chuck Russell;1;New Line Cinema;96
