name;score;Rating_id;Genre_id;year;director;Countries_id;company;runtime
Star Wars: Episode VI - Return of the Jedi;8.3;6;0;1983;Richard Marquand;1;Lucasfilm;131
Risky Business;6.8;3;15;1983;Paul Brickman;1;The Geffen Company;99
National Lampoon's Vacation;7.4;3;1;1983;Harold Ramis;1;National Lampoon;98
Trading Places;7.5;3;15;1983;John Landis;1;Cinema Group Ventures;116
Superman III;5.0;6;0;1983;Richard Lester;17;Dovemead Films;125
The Big Chill;7.2;3;15;1983;Lawrence Kasdan;1;Columbia Pictures;105
Staying Alive;4.7;6;7;1983;Sylvester Stallone;1;Paramount Pictures;93
Jaws 3-D;3.7;6;1;1983;Joe Alves;1;Universal Pictures;99
Christine;6.7;3;2;1983;John Carpenter;1;Columbia Pictures;110
Sleepaway Camp;6.3;3;2;1983;Robert Hiltzik;1;American Eagle Films;84
Flashdance;6.2;3;7;1983;Adrian Lyne;1;Paramount Pictures;95
WarGames;7.1;6;0;1983;John Badham;1;United Artists;114
The Right Stuff;7.8;6;1;1983;Philip Kaufman;1;The Ladd Company;193
Krull;6.1;6;0;1983;Peter Yates;22;Columbia Pictures;121
Spring Break;4.9;3;15;1983;Sean S. Cunningham;1;Columbia Pictures;102
The Dead Zone;7.2;3;7;1983;David Cronenberg;1;Dino De Laurentiis Company;103
Octopussy;6.5;6;0;1983;John Glen;22;United Artists;131
Private School;5.3;3;15;1983;Noel Black;1;Unity Productions;89
Valley Girl;6.4;3;15;1983;Martha Coolidge;1;Atlantic Entertainment Group;99
Rumble Fish;7.2;3;10;1983;Francis Ford Coppola;1;Zoetrope Studios;94
Videodrome;7.2;3;2;1983;David Cronenberg;27;Filmplan International;87
Terms of Endearment;7.4;6;15;1983;James L. Brooks;1;Paramount Pictures;132
Twilight Zone: The Movie;6.5;6;2;1983;Directors;1;Amblin Entertainment;101
Never Say Never Again;6.2;6;0;1983;Irvin Kershner;22;TaliaFilm II Productions;134
A Christmas Story;7.9;6;15;1983;Bob Clark;1;Metro-Goldwyn-Mayer (MGM);93
Cujo;6.1;3;2;1983;Lewis Teague;1;Sunn Classic Pictures;93
Sudden Impact;6.6;3;0;1983;Clint Eastwood;1;Warner Bros.;117
The Hunger;6.7;3;7;1983;Tony Scott;22;Metro-Goldwyn-Mayer (MGM);97
Mr. Mom;6.6;6;15;1983;Stan Dragoti;1;Sherwood Productions;91
Blue Thunder;6.4;3;0;1983;John Badham;1;Columbia Pictures;109
Breathless;5.9;3;0;1983;Jim McBride;1;Breathless Associates;100
Psycho II;6.5;3;10;1983;Richard Franklin;1;Universal Pictures;113
Local Hero;7.4;6;15;1983;Bill Forsyth;22;Enigma Productions;111
Bad Boys;7.2;3;10;1983;Rick Rosenthal;1;EMI Films;123
Silkwood;7.2;3;11;1983;Mike Nichols;1;ABC Motion Pictures;131
All the Right Moves;5.9;3;7;1983;Michael Chapman;1;Lucille Ball Productions;91
The Keep;5.7;3;7;1983;Michael Mann;22;Paramount Pictures;96
My Tutor;5.2;3;15;1983;George Bowers;1;Marimark Productions;97
Yentl;6.6;6;7;1983;Barbra Streisand;22;Ladbroke;133
Fire and Ice;6.6;6;14;1983;Ralph Bakshi;1;Polyc International BV;81
Eddie and the Cruisers;6.9;6;7;1983;Martin Davidson;1;Aurora;95
Yellowbeard;6.0;6;0;1983;Mel Damski;22;Seagoat Films;96
The Meaning of Life;7.5;3;15;1983;Terry Jones;22;Celandine Films;107
Nostalghia;8.1;11;7;1983;Andrei Tarkovsky;33;Rai 2;125
Hot Dog... The Movie;5.0;3;15;1983;Peter Markle;1;Edward S. Feldman Productions;96
Smokey and the Bandit Part 3;3.5;6;0;1983;Dick Lowry;1;Universal Pictures;85
Deathstalker;4.6;3;0;1983;James Sbardellati;1;Aries Cinematográfica 18;80
Porky's II: The Next Day;5.0;3;15;1983;Bob Clark;27;Astral Bellevue Pathé;98
Something Wicked This Way Comes;6.8;6;12;1983;Jack Clayton;1;Walt Disney Productions;95
Tender Mercies;7.4;6;7;1983;Bruce Beresford;1;Antron Media Production;92
Star 80;6.7;3;11;1983;Bob Fosse;1;The Ladd Company;103
Gorky Park;6.7;3;10;1983;Michael Apted;1;Eagle Associates.;128
Lone Wolf McQuade;6.3;6;0;1983;Steve Carver;1;1818 Productions;107
Easy Money;6.3;3;15;1983;James Signorelli;1;Easy Money Associates;95
Merry Christmas Mr. Lawrence;7.3;3;7;1983;Nagisa Ôshima;22;National Film Trustee Company;123
Losin' It;4.9;3;15;1983;Curtis Hanson;27;Tiberius Film Productions;100
Screwballs;4.7;3;15;1983;Rafal Zielinski;27;Millenium;80
Brainstorm;6.4;6;6;1983;Douglas Trumbull;1;JF Productions;106
The Man with Two Brains;6.4;3;15;1983;Carl Reiner;1;Aspen Film Society;93
Angel;5.7;3;0;1983;Robert Vincent O'Neil;1;Adams Apple Film Company;94
10 to Midnight;6.3;3;10;1983;J. Lee Thompson;1;Cannon Films;101
Uncommon Valor;6.4;3;0;1983;Ted Kotcheff;1;Paramount Pictures;105
Doctor Detroit;5.2;3;15;1983;Michael Pressman;1;Black Rhino Productions;89
Mortuary;5.2;3;2;1983;Howard Avedis;1;Hickmar Productions;93
Stroker Ace;4.9;6;0;1983;Hal Needham;1;Universal Pictures;96
Sahara;5.0;6;1;1983;Andrew V. McLaglen;22;Cabal Film;111
Two of a Kind;4.7;6;15;1983;John Herzfeld;1;Twentieth Century Fox;88
Chained Heat;5.0;3;0;1983;Paul Nicholas;1;Heat GBR;95
Spacehunter: 1s in the Forbidden Zone;5.5;6;0;1983;Lamont Johnson;1;Columbia Pictures;90
High Road to 15;6.1;6;1;1983;Brian G. Hutton;1;City Films;105
Never Cry Wolf;7.5;6;1;1983;Carroll Ballard;1;Walt Disney Pictures;105
The Pirates of Penzance;7.1;7;15;1983;Wilford Leach;22;Universal Pictures;112
Rock & Rule;6.5;6;14;1983;Clive Smith;27;Nelvana;77
Hercules;4.0;6;1;1983;Luigi Cozzi;33;Cannon Films Inc.;98
Educating Rita;7.2;6;15;1983;Lewis Gilbert;22;Acorn Pictures;110
A Night in Heaven;4.3;3;7;1983;John G. Avildsen;1;;83
Under Fire;7.0;3;7;1983;Roger Spottiswoode;1;Cinema '84;128
Amityville 3-D;4.1;6;2;1983;Richard Fleischer;34;De Laurentiis Entertainment Group (DEG);105
Testament;7.0;6;7;1983;Lynne Littman;1;Paramount Pictures;90
The Osterman Weekend;5.9;3;0;1983;Sam Peckinpah;1;Osterman Weekend Associates;103
Revenge of the Ninja;6.1;3;0;1983;Sam Firstenberg;1;Cannon Films;90
Zelig;7.7;6;15;1983;Woody Allen;1;Jack Rollins & Charles H. Joffe Productions;79
Independence Day;6.5;3;7;1983;Robert Mandel;1;Warner Bros.;110
Escape from the Bronx;4.6;3;0;1983;Enzo G. Castellari;33;Fulvia Film;89
To Be or Not to Be;6.8;6;15;1983;Alan Johnson;1;Brooksfilms;107
Eureka;6.0;3;7;1983;Nicolas Roeg;22;Recorded Picture Company (RPC);130
The Wicked Lady;4.7;3;1;1983;Michael Winner;22;Golan-Globus Productions;98
Still Smokin;5.6;3;15;1983;Tommy Chong;1;Paramount Pictures;91
Yor, the Hunter from the Future;4.4;6;0;1983;Antonio Margheriti;33;Diamant Film;88
Of Unknown Origin;6.1;3;2;1983;George P. Cosmatos;27;Warner Bros.;88
Curse of the Pink Panther;4.3;6;15;1983;Blake Edwards;22;United Artists;109
D.C. Cab;5.5;3;0;1983;Joel Schumacher;1;RKO Pictures;100
Beyond the Limit;5.7;3;7;1983;John Mackenzie;22;World Film Services;104
The Survivors;5.8;3;15;1983;Michael Ritchie;1;Rastar Films;103
The Lonely Lady;3.0;3;7;1983;Peter Sasdy;1;Harold Robbins International Company;92
The Star Chamber;6.3;3;10;1983;Peter Hyams;1;Twentieth Century Fox;109
The Dresser;7.6;6;7;1983;Peter Yates;22;Columbia Pictures;118
The Lords of Discipline;6.6;3;8;1983;Franc Roddam;1;Paramount Pictures;102
Cross Creek;7.0;6;11;1983;Martin Ritt;1;Thorn EMI Screen Entertainment;127
The Man Who Loved Women;5.3;3;15;1983;Blake Edwards;1;Delphi Films;110
Nightmares;5.8;3;2;1983;Joseph Sargent;1;Universal Pictures;99
Deal of the Century;4.6;6;15;1983;William Friedkin;1;Warner Bros.;99
Eddie Macon's Run;5.7;6;0;1983;Jeff Kanew;1;Universal Pictures;95
Max Dugan Returns;6.6;6;15;1983;Herbert Ross;1;Twentieth Century Fox;98
The Sting II;4.9;6;15;1983;Jeremy Kagan;1;Universal Pictures;101
Baby It's You;6.3;3;15;1983;John Sayles;1;Double Play;105
Heat and Dust;6.6;3;7;1983;James Ivory;22;Merchant Ivory Productions;130
Going Berserk;5.2;3;15;1983;David Steinberg;27;Les Productions Mutuelles Ltée;85
Daniel;6.6;3;7;1983;Sidney Lumet;22;Paramount Pictures;130
Heart Like a Wheel;6.7;6;11;1983;Jonathan Kaplan;1;Aurora;113
Love Letters;5.9;3;7;1983;Amy Holden Jones;1;Millenium;88
Get Crazy;6.7;3;15;1983;Allan Arkush;1;D & P Productions;92
Nate and Hayes;6.2;6;0;1983;Ferdinand Fairfax;26;Phillips Whitehouse Productions;99
Strange Invaders;5.5;6;2;1983;Michael Laughlin;1;EMI Films;94
The Black Stallion Returns;6.0;6;1;1983;Robert Dalva;1;Zoetrope Studios;103
Metalstorm: the Destruction of Jared-Syn;3.8;6;0;1983;Charles Band;1;Albert Band International Productions Inc.;84
Getting It on;3.7;3;15;1983;William Olsen;1;Seventh Avenue Films;96
Lianna;6.8;3;7;1983;John Sayles;1;Winwood Productions;110
Better Late Than Never;5.8;6;15;1983;Bryan Forbes;22;Golden Harvest Company;89
Lovesick;5.2;6;15;1983;Marshall Brickman;1;The Ladd Company;95
Running Brave;6.7;6;11;1983;Donald Shebib;27;Englander Productions;106
Exposed;5.1;3;7;1983;James Toback;1;United Artists;100
Trenchcoat;5.3;6;15;1983;Michael Tuchner;1;Walt Disney Productions;91
Stryker;4.3;3;0;1983;Cirio H. Santiago;20;Cinema Vehicle Services;86
The Man Who Wasn't There;3.8;3;0;1983;Bruce Malmuth;1;Paramount Pictures;111
Table for Five;6.1;6;7;1983;Robert Lieberman;1;CBS Theatrical Films;122
Romantic 15;5.2;6;15;1983;Arthur Hiller;1;Metrocolor;103
Young Warriors;4.7;3;0;1983;Lawrence David Foldes;1;Star Cinema;105
Man, Woman and Child;6.1;6;7;1983;Dick Richards;1;Gaylord Productions;99
Hanna K.;6.3;3;7;1983;Costa-Gavras;35;K.G. Productions;111
Slayground;4.9;3;10;1983;Terry Bedford;22;Jennie and Company;89
White Star;6.0;0;7;1983;Roland Klick;24;;92
Richard Pryor... Here and Now;7.3;3;15;1983;Richard Pryor;1;Columbia Pictures;83
Deadly Force;4.9;3;0;1983;Paul Aaron;1;Force Productions;95
My Brother's Wedding;7.2;11;7;1983;Charles Burnett;1;Charles Burnett Productions;115
Blue Skies Again;5.4;6;15;1983;Richard Michaels;1;Lantana;96
Last Plane Out;4.5;6;0;1983;David Nelson;1;;92
Cross Country;5.4;3;8;1983;Paul Lynch;27;Filmline Productions;95
A Polish Vampire in Burbank;5.0;11;15;1983;Mark Pirro;1;Pirromount Pictures;80
Forever Young;6.7;11;7;1983;David Drury;22;Channel Four Films;84
The Golden Seal;5.3;6;7;1983;Frank Zuniga;1;The Samuel Goldwyn Company;94
The Business of Show Business;8.3;0;4;1983;Tom Logan;27;CTV;55
The Terminator;8.0;3;0;1984;James Cameron;22;Cinema '84;107
Dune;6.5;1;0;1984;David Lynch;1;Dino De Laurentiis Company;137
Ghostbusters;7.8;6;0;1984;Ivan Reitman;1;Columbia Pictures;105
The Karate Kid;7.3;6;0;1984;John G. Avildsen;1;Columbia Pictures;126
Once Upon a Time in America;8.4;3;10;1984;Sergio Leone;33;The Ladd Company;229
Police Academy;6.7;3;15;1984;Hugh Wilson;1;The Ladd Company;96
Indiana Jones and the Temple of Doom;7.5;6;0;1984;Steven Spielberg;1;Paramount Pictures;118
Body Double;6.8;3;10;1984;Brian De Palma;1;Columbia Pictures;114
A Nightmare on Elm Street;7.5;3;2;1984;Wes Craven;1;New Line Cinema;91
Amadeus;8.3;6;11;1984;Milos Forman;1;AMLF;160
Beverly Hills Cop;7.3;3;0;1984;Martin Brest;1;Paramount Pictures;105
Red Dawn;6.4;1;0;1984;John Milius;1;United Artists;114
The NeverEnding Story;7.4;6;1;1984;Wolfgang Petersen;24;Constantin Film;102
Footloose;6.6;6;7;1984;Herbert Ross;1;Paramount Pictures;107
Revenge of the Nerds;6.6;3;15;1984;Jeff Kanew;1;Twentieth Century Fox;90
Gremlins;7.3;6;15;1984;Joe Dante;1;Warner Bros.;106
Romancing the Stone;6.9;6;0;1984;Robert Zemeckis;34;Twentieth Century Fox;106
Streets of Fire;6.7;6;0;1984;Walter Hill;1;Universal Pictures;93
Sixteen Candles;7.0;6;15;1984;John Hughes;1;Universal Pictures;93
Paris, Texas;8.1;3;7;1984;Wim Wenders;24;Road Movies Filmproduktion;145
This Is Spinal Tap;7.9;3;15;1984;Rob Reiner;1;Spinal Tap Prod.;82
1984;7.1;3;7;1984;Michael Radford;22;Virgin;113
Top Secret!;7.2;6;15;1984;Jim Abrahams;22;Kingsmere Properties;90
Conan the Destroyer;5.9;6;0;1984;Richard Fleischer;1;Dino De Laurentiis Company;103
Children of the Corn;5.6;3;2;1984;Fritz Kiersch;1;Hal Roach Studios;92
The Last Starfighter;6.8;6;0;1984;Nick Castle;1;Lorimar Film Entertainment;101
Splash;6.3;6;15;1984;Ron Howard;1;Touchstone Pictures;111
Blood Simple;7.6;3;10;1984;Joel Coen;1;River Road Productions;99
The Natural;7.5;6;7;1984;Barry Levinson;1;TriStar Pictures;138
Bachelor Party;6.3;3;15;1984;Neal 35;1;Bachelor Party Productions;105
Nausicaä of the Valley of the Wind;8.1;0;14;1984;Hayao Miyazaki;21;Nibariki;117
Friday the 13th: the Final Chapter;6.0;3;2;1984;Joseph Zito;1;Paramount Pictures;91
Hardbodies;4.9;3;15;1984;Mark Griffiths;1;Chroma III Productions;88
Against All Odds;5.9;3;0;1984;Taylor Hackford;1;Columbia Pictures;128
Supergirl;4.4;6;0;1984;Jeannot Szwarc;22;Artistry Limited;124
The Bounty;7.0;6;1;1984;Roger Donaldson;22;Dino De Laurentiis Company;132
Firestarter;6.1;3;0;1984;Mark L. Lester;1;Dino De Laurentiis Company;114
C.H.U.D.;5.6;3;2;1984;Douglas Cheek;1;C.H.U.D. Productions;88
The Woman in Red;6.0;1;15;1984;Gene Wilder;1;Orion Pictures;87
Runaway;5.9;1;0;1984;Michael Crichton;1;TriStar Pictures;99
The 1s of Buckaroo Banzai Across the 8th Dimension;6.4;6;1;1984;W.D. Richter;1;Sherwood Productions;103
Star Trek III: The Search for Spock;6.7;6;0;1984;Leonard Nimoy;1;Paramount Pictures;105
Repo Man;6.9;3;0;1984;Alex Cox;1;Edge City Productions;92
2010: the Year We Make Contact;6.8;6;1;1984;Peter Hyams;1;Metro-Goldwyn-Mayer (MGM);116
The Killing Fields;7.8;3;11;1984;Roland Joffé;22;Goldcrest Films International;141
The Cotton Club;6.5;3;10;1984;Francis Ford Coppola;1;Zoetrope Studios;127
Starman;7.0;6;3;1984;John Carpenter;1;Columbia Pictures;115
Night of the Comet;6.4;1;15;1984;Thom Eberhardt;1;Atlantic Entertainment Group;95
Blame It on Rio;5.8;3;15;1984;Stanley Donen;1;Sherwood Productions;100
Dreamscape;6.3;1;0;1984;Joseph Ruben;1;Zupnik-Curtis Enterprises;99
10s of Passion;6.4;3;7;1984;Ken Russell;1;New World Pictures;107
The Philadelphia Experiment;6.1;6;1;1984;Stewart Raffill;1;New World Pictures;102
Places in the Heart;7.4;6;7;1984;Robert Benton;1;Delphi II Productions;111
Bolero;3.0;3;15;1984;John Derek;1;City Films;105
Cannonball Run II;5.1;6;0;1984;Hal Needham;0;Arcafin B.V.;108
Stranger Than Paradise;7.5;3;15;1984;Jim Jarmusch;1;Cinesthesia Productions;89
The Ice Pirates;5.7;6;0;1984;Stewart Raffill;1;Metro-Goldwyn-Mayer (MGM);91
A Passage to India;7.3;6;1;1984;David Lean;22;EMI Films;164
Purple Rain;6.5;3;7;1984;Albert Magnoli;1;Warner Bros.;111
The Hotel New Hampshire;6.0;3;15;1984;Tony Richardson;22;Filmline Productions;109
The Hit;7.1;3;10;1984;Stephen Frears;22;Zenith Entertainment;98
Sheena;4.9;6;1;1984;John Guillermin;22;Colgems Productions Ltd.;117
Missing in 0;5.5;3;0;1984;Joseph Zito;1;The Cannon Group;101
Greystoke: The Legend of Tarzan, Lord of the Apes;6.4;6;1;1984;Hugh Hudson;22;Warner Bros.;143
The Muppets Take Manhattan;6.9;7;1;1984;Frank Oz;1;Henson Associates (HA);94
The Wild Life;6.1;3;15;1984;Art Linson;1;Universal Pictures;96
Falling in Love;6.5;1;7;1984;Ulu Grosbard;1;Paramount Pictures;106
Gwendoline;5.3;3;0;1984;Just Jaeckin;17;Films de L'Alma;87
Breakin';5.8;6;15;1984;Joel Silberg;1;Golan-Globus Productions;90
Birdy;7.3;3;7;1984;Alan Parker;1;A&M Films;120
The Company of Wolves;6.7;3;7;1984;Neil Jordan;22;Incorporated Television Company (ITC);95
Ghoulies;4.2;1;15;1984;Luca Bercovici;1;Empire Pictures;81
Electric Dreams;6.5;6;15;1984;Steve Barron;1;Virgin;95
Cloak & Dagger;6.6;6;0;1984;Richard Franklin;1;Universal Pictures;101
Racing with the Moon;6.7;6;15;1984;Richard Benjamin;1;Jaffe-Lansing;108
Silent Night, Deadly Night;5.9;3;2;1984;Charles E. Sellier Jr.;1;TriStar Pictures;79
The Pope of Greenwich Village;6.7;3;0;1984;Stuart Rosenberg;1;United Artists;121
All of Me;6.7;6;15;1984;Carl Reiner;1;Kings Road Entertainment;93
Grandview, U.S.A.;5.4;3;7;1984;Randal Kleiser;1;CBS Theatrical Films;97
Where the Boys Are;4.1;3;15;1984;Hy Averback;22;Incorporated Television Company (ITC);94
Reckless;6.3;3;15;1984;James Foley;1;Edgar J. Scherick Associates;90
Tightrope;6.3;3;10;1984;Richard Tuggle;1;The Malpaso Company;114
Rhinestone;3.9;6;15;1984;Bob Clark;1;Twentieth Century Fox;111
The Flamingo Kid;6.2;1;15;1984;Garry Marshall;1;ABC Motion Pictures;100
Up the Creek;5.6;3;15;1984;Robert Butler;1;Orion Pictures;96
Swing Shift;5.9;6;7;1984;Jonathan Demme;1;Warner Bros.;100
Beat Street;6.5;6;7;1984;Stan Lathan;1;Orion Pictures;105
Joy of Sex;3.7;3;15;1984;Martha Coolidge;1;Paramount Pictures;93
Breakin' 2: Electric Boogaloo;5.1;6;15;1984;Sam Firstenberg;1;TriStar Pictures;94
The Razor's Edge;6.6;1;7;1984;John Byrum;22;Columbia Pictures;128
Tank;5.8;6;0;1984;Marvin J. Chomsky;1;Lorimar Film Entertainment;113
Moscow on the Hudson;6.5;3;15;1984;Paul Mazursky;1;Bavaria Film;115
Ninja III: The Domination;5.4;3;0;1984;Sam Firstenberg;1;Golan-Globus Productions;92
The Warrior and the Sorceress;4.3;3;1;1984;John C. Broderick;1;Aries Cinematográfica 18;81
The Evil That Men Do;6.0;3;0;1984;J. Lee Thompson;34;Capricorn;90
Firstborn;6.2;3;7;1984;Michael Apted;1;Paramount Pictures;103
Cut and Run;5.7;3;1;1984;Ruggero Deodato;33;Racing Pictures;90
Teachers;6.1;3;15;1984;Arthur Hiller;1;United Artists;107
Repentance;8.3;6;7;1984;Tengiz Abuladze;37;Georgian-Film;153
The River;6.3;1;7;1984;Mark Rydell;1;Universal Pictures;124
Razorback;6.0;3;2;1984;Russell Mulcahy;36;UAA Films;95
A Soldier's Story;7.2;6;10;1984;Norman Jewison;1;Columbia Pictures;101
Comfort and Joy;6.7;6;15;1984;Bill Forsyth;22;Lake (Comfort and Joy);106
Meatballs Part II;3.7;6;15;1984;Ken Wiederhorn;1;TriStar Pictures;87
Lassiter;5.9;3;0;1984;Roger Young;1;Golden Harvest Company;100
Irreconcilable Differences;5.8;6;15;1984;Charles Shyer;1;Hemdale;113
City Heat;5.5;6;0;1984;Richard Benjamin;1;Warner Bros.;93
Under the Volcano;7.0;3;7;1984;John Huston;34;Conacite Uno;112
Iceman;6.1;6;7;1984;Fred Schepisi;1;Universal Pictures;100
Flashpoint;6.4;3;0;1984;William Tannen;1;HBO Pictures;93
The Little Drummer Girl;6.1;3;7;1984;George Roy Hill;1;Bavaria Film;130
Lust in the Dust;6.4;3;15;1984;Paul Bartel;1;Fox Run Productions Inc.;84
Hot Moves;4.8;3;15;1984;Jim Sotos;1;Spectrum Cinema Productions;85
Oxford Blues;5.3;1;15;1984;Robert Boris;22;Baltic Industrial Finance;97
Thief of Hearts;5.8;11;10;1984;Douglas Day Stewart;1;Don Simpson/Jerry Bruckheimer Films;100
The Brother from Another Planet;6.8;3;15;1984;John Sayles;1;Anarchist's Convention Films;108
No Small Affair;5.5;3;15;1984;Jerry Schatzberg;1;Delphi II Productions;102
Broadway Danny Rose;7.4;6;15;1984;Woody Allen;1;Orion Pictures;84
Best Defense;3.8;3;15;1984;Willard Huyck;1;Cinema Group Ventures;94
Micki + Maude;6.0;1;15;1984;Blake Edwards;1;BBE;118
Protocol;5.5;6;15;1984;Herbert Ross;1;Hawn / Sylbert Movie Company;96
Exterminator 2;4.5;3;0;1984;Mark Buntzman;1;The Cannon Group;89
American Dreamer;6.6;6;15;1984;Rick Rosenthal;1;CBS Theatrical Films;105
The Lonely Guy;6.3;3;15;1984;Arthur Hiller;1;Universal Pictures;90
Choose Me;6.8;3;15;1984;Alan Rudolph;1;Tartan Productions;106
Making the Grade;5.7;3;15;1984;Dorian Walker;1;The Cannon Group;105
Full Moon in Paris;7.4;3;15;1984;Éric Rohmer;17;Les Films du Losange;101
Unfaithfully Yours;6.0;6;15;1984;Howard Zieff;1;Twentieth Century Fox;96
Impulse;5.9;3;2;1984;Graham Baker;1;ABC Motion Pictures;91
Mrs. Soffel;6.1;1;7;1984;Gillian Armstrong;1;Edgar J. Scherick Associates;110
Garbo Talks;6.4;1;15;1984;Sidney Lumet;1;United Artists;103
Country;6.7;6;7;1984;Richard Pearce;1;Far West;105
Cheech & Chong's the Corsican Brothers;4.7;6;15;1984;Tommy Chong;1;Orion Pictures;82
Purple Hearts;5.8;3;7;1984;Sidney J. Furie;1;The Ladd Company;116
Give My Regards to Broad Street;5.2;6;7;1984;Peter Webb;22;MPL Communications;108
Songwriter;6.3;3;7;1984;Alan Rudolph;1;TriStar Pictures;94
Finders Keepers;5.4;3;15;1984;Richard Lester;1;CBS Theatrical Films;96
The Bostonians;6.3;11;7;1984;James Ivory;22;Merchant Ivory Productions;122
Body Rock;3.7;1;7;1984;Marcelo Epstein;1;New World Pictures;93
The River Rat;6.3;6;1;1984;Thomas Rickman;1;Cinema Group Ventures;93
Just the Way You Are;5.9;6;15;1984;Édouard Molinaro;1;Metro-Goldwyn-Mayer (MGM);94
Until September;5.7;3;7;1984;Richard Marquand;1;United Artists;95
Crackers;5.2;6;1;1984;Louis Malle;1;Universal Pictures;91
Kaos;7.9;3;15;1984;Paolo Taviani;33;Filmtre;187
Misunderstood;6.0;6;7;1984;Jerry Schatzberg;33;ACCENT Films;91
Mike's Murder;5.8;3;7;1984;James Bridges;1;Skyewiay;109
The Buddy System;5.7;6;7;1984;Glenn Jordan;1;Twentieth Century Fox;110
A Private Function;6.5;3;15;1984;Malcolm Mowbray;22;HandMade Films;92
Scandalous;4.5;6;15;1984;Rob Cohen;22;Angeles Cinema Investors;92
Oh, God! You Devil;5.4;6;15;1984;Paul Bogart;1;Warner Bros.;97
The Bay Boy;6.3;3;7;1984;Daniel Petrie;27;International Cinema Corporation (ICC);107
Heavenly Bodies;5.2;3;7;1984;Lawrence Dane;27;Producers Sales Organization (PSO);90
Heartbreakers;5.9;3;7;1984;Bobby Roth;1;Jethro Films Production;98
Champions;6.5;6;11;1984;John Irvin;22;Archerwest;106
A Sunday in the Country;7.6;7;7;1984;Bertrand Tavernier;17;Films A2;90
Mass Appeal;6.6;6;7;1984;Glenn Jordan;1;David Foster Productions;99
Windy City;5.8;3;7;1984;Armyan Bernstein;1;CBS Theatrical Films;103
Lovelines;5.3;3;15;1984;Rod Amateau;1;Delphi II Productions;93
The Bear;6.1;6;11;1984;Richard C. Sarafian;1;;110
Weekend Pass;3.8;3;15;1984;Lawrence Bassoff;1;Marimark Productions;88
Over the Brooklyn Bridge;5.7;3;15;1984;Menahem Golan;1;City Films;108
Fast Talking;6.9;11;7;1984;Ken Cameron;36;Filmtrex;95
Lily in Love;5.7;1;15;1984;Károly Makk;19;Hungarofilm;90
Winter Flight;7.3;0;7;1984;Roy Battersby;22;Enigma Productions;89
